MS Band Data Logger 2016-2-20
Time Stamp,Band Contact,Skin Temperature(°C)
10:50:26.226,WORN,0.00
10:50:26.342,WORN,32.75
10:50:56.475,WORN,32.88
10:51:27.470,WORN,32.89
10:51:58.466,WORN,32.85
10:52:29.472,WORN,32.81
10:53:00.888,WORN,32.79
10:53:32.391,WORN,32.81
10:54:03.447,WORN,32.90
10:54:34.450,WORN,32.99
10:55:05.446,WORN,33.07
10:55:36.395,WORN,33.17
10:56:07.955,WORN,33.26
10:56:38.949,WORN,33.35
10:57:09.952,WORN,33.44
10:57:41.043,WORN,33.52
10:58:11.949,WORN,33.59
10:58:42.945,WORN,33.64
10:59:14.447,WORN,33.70
10:59:45.446,WORN,33.74
11:00:16.447,WORN,33.73
11:00:47.388,WORN,33.68
11:01:18.390,WORN,33.67
11:01:49.456,WORN,33.65
11:02:20.448,WORN,33.64
11:02:51.448,WORN,33.64
11:03:22.387,WORN,33.66
11:03:37.957,NOT_WORN,33.66
11:03:53.951,NOT_WORN,32.40
11:04:24.947,NOT_WORN,31.94
11:04:29.459,WORN,31.94
11:04:55.954,WORN,32.91
11:05:26.950,WORN,33.09
11:05:57.891,WORN,33.30
11:06:29.450,WORN,33.48
11:07:00.308,WORN,33.62
11:07:31.308,WORN,33.64
11:08:02.331,WORN,33.64
11:08:33.430,WORN,33.64
11:09:04.428,WORN,33.59
11:09:35.944,WORN,33.57
11:10:06.949,WORN,33.58
11:10:37.949,WORN,33.64
11:11:08.947,WORN,33.72
11:11:39.946,WORN,33.77
11:12:11.442,WORN,33.86
11:12:42.517,WORN,33.91
11:13:13.509,WORN,33.98
11:13:44.451,WORN,34.06
11:14:15.596,WORN,34.13
11:14:46.520,WORN,34.20
11:15:17.473,WORN,34.25
11:15:48.507,WORN,34.29
11:16:19.448,WORN,34.31
11:16:51.013,WORN,34.36
11:17:22.002,WORN,34.38
11:17:52.949,WORN,34.27
11:18:24.007,WORN,34.16
11:18:55.016,WORN,34.11
11:19:26.010,WORN,34.04
11:19:57.601,WORN,34.02
11:20:28.357,WORN,34.00
11:20:59.365,WORN,33.98
11:21:30.446,WORN,33.98
11:22:01.508,WORN,33.98
11:22:32.950,WORN,33.98
11:23:04.010,WORN,33.98
11:23:34.943,WORN,33.98
11:24:06.002,WORN,34.01
11:24:37.012,WORN,34.04
11:25:08.007,WORN,34.02
11:25:39.008,WORN,34.02
11:26:10.006,WORN,34.02
11:26:41.006,WORN,34.02
11:27:12.509,WORN,34.02
11:27:43.508,WORN,34.03
11:28:14.513,WORN,34.04
11:28:45.504,WORN,34.04
11:29:16.449,WORN,34.03
11:29:48.012,WORN,34.04
11:30:18.999,WORN,34.04
11:30:50.004,WORN,34.04
11:31:20.942,WORN,34.04
11:31:52.008,WORN,34.04
11:32:23.016,WORN,34.04
11:32:54.503,WORN,34.05
11:33:25.516,WORN,34.04
11:33:56.510,WORN,34.08
11:34:27.513,WORN,34.11
11:34:58.362,WORN,34.11
11:35:29.363,WORN,34.11
11:36:00.482,WORN,34.09
11:36:31.488,WORN,34.09
11:37:02.509,WORN,34.09
11:37:34.010,WORN,34.08
11:38:05.005,WORN,34.08
11:38:36.011,WORN,34.07
11:39:07.011,WORN,34.07
11:39:37.945,WORN,34.07
11:40:09.450,WORN,34.07
11:40:40.510,WORN,34.07
11:41:11.447,WORN,34.07
11:41:42.600,WORN,34.07
11:42:13.506,WORN,34.05
11:42:44.947,WORN,34.04
11:43:16.007,WORN,34.04
11:43:47.007,WORN,34.06
11:44:17.502,WORN,34.08
11:44:48.505,WORN,34.09
11:45:19.947,WORN,34.07
11:45:51.008,WORN,34.05
11:46:22.007,WORN,34.04
11:46:53.014,WORN,34.03
11:47:24.014,WORN,34.02
11:47:55.503,WORN,34.01
11:48:26.513,WORN,34.00
11:48:57.512,WORN,34.00
11:49:28.515,WORN,33.98
11:49:59.507,WORN,33.98
11:50:31.005,WORN,33.98
11:51:01.862,WORN,33.97
11:51:32.987,WORN,33.96
11:52:03.984,WORN,33.95
11:52:34.980,WORN,33.95
11:53:05.984,WORN,33.93
11:53:36.888,WORN,33.93
11:54:07.978,WORN,33.97
11:54:38.990,WORN,34.00
11:55:10.010,WORN,33.98
11:55:41.511,WORN,33.96
11:56:12.446,WORN,33.94
11:56:43.506,WORN,33.94
11:57:14.509,WORN,33.93
11:57:45.511,WORN,33.93
11:58:17.110,WORN,33.92
11:58:48.008,WORN,33.91
11:59:19.006,WORN,33.91
11:59:50.004,WORN,33.91
12:00:21.014,WORN,33.82
12:00:52.502,WORN,33.75
12:01:23.504,WORN,33.75
12:01:54.447,WORN,33.76
12:02:26.010,WORN,33.80
12:02:56.506,WORN,33.83
12:03:27.948,WORN,33.87
12:03:58.446,WORN,33.94
12:04:29.506,WORN,34.01
12:05:00.507,WORN,34.04
12:05:32.017,WORN,34.07
12:06:03.007,WORN,34.10
12:06:34.005,WORN,34.13
12:07:05.004,WORN,34.16
12:07:35.866,WORN,34.18
12:08:06.865,WORN,34.19
12:08:38.477,WORN,34.20
12:09:09.487,WORN,34.22
12:09:40.389,WORN,34.22
12:10:11.488,WORN,34.23
12:10:42.485,WORN,34.26
12:11:13.987,WORN,34.26
12:11:44.990,WORN,34.27
12:12:16.006,WORN,34.27
12:12:46.948,WORN,34.28
12:13:17.950,WORN,34.29
12:13:48.948,WORN,34.28
12:14:20.005,WORN,34.34
12:14:51.028,WORN,34.35
12:15:21.976,WORN,34.34
12:15:53.513,WORN,34.34
12:16:24.449,WORN,34.33
12:16:55.448,WORN,34.33
12:17:26.449,WORN,34.34
12:17:57.513,WORN,34.34
12:18:28.461,WORN,34.35
12:19:00.009,WORN,34.36
12:19:30.948,WORN,34.36
12:20:02.006,WORN,34.34
12:20:33.099,WORN,34.31
12:21:03.867,WORN,34.30
12:21:35.447,WORN,34.29
12:22:06.518,WORN,34.31
12:22:37.517,WORN,34.34
12:23:08.513,WORN,34.38
12:23:39.504,WORN,34.40
12:24:10.447,WORN,34.46
12:24:41.508,WORN,34.51
12:25:12.512,WORN,34.52
12:25:43.613,WORN,34.54
12:26:14.510,WORN,34.56
12:26:46.009,WORN,34.56
12:27:16.861,WORN,34.59
12:27:48.019,WORN,34.59
12:28:19.016,WORN,34.61
12:28:50.006,WORN,34.61
12:29:21.509,WORN,34.62
12:29:52.459,WORN,34.63
12:30:23.511,WORN,34.63
12:30:54.518,WORN,34.64
12:31:25.509,WORN,34.63
12:31:57.119,WORN,34.64
12:32:27.950,WORN,34.65
12:32:59.004,WORN,34.66
12:33:29.949,WORN,34.66
12:34:01.010,WORN,34.68
12:34:32.017,WORN,34.72
12:35:03.012,WORN,34.72
12:35:33.866,WORN,34.72
12:36:04.866,WORN,34.72
12:36:36.483,WORN,34.72
12:37:07.486,WORN,34.74
12:37:38.487,WORN,34.75
12:38:09.487,WORN,34.75
