MS Band Data Logger 2016-3-28
Time Stamp,Band Contact,Skin Temperature(°C)
06:49:09.644,WORN,35.04
06:49:09.690,WORN,35.04
06:49:45.532,WORN,34.84
06:50:16.526,WORN,34.69
06:50:47.623,WORN,34.59
06:51:18.676,WORN,34.53
06:51:49.679,WORN,34.49
06:52:21.187,WORN,34.47
06:52:52.185,WORN,34.48
06:53:23.174,WORN,34.48
06:53:54.119,WORN,34.50
06:54:25.178,WORN,34.53
06:54:56.617,WORN,34.54
06:55:27.616,WORN,34.56
06:55:58.615,WORN,34.59
06:56:29.673,WORN,34.61
06:57:00.679,WORN,34.63
06:57:32.117,WORN,34.65
06:58:03.176,WORN,34.68
06:58:34.179,WORN,34.70
06:59:05.238,WORN,34.72
06:59:36.178,WORN,34.77
07:00:07.243,WORN,34.83
07:00:38.178,WORN,34.86
07:01:09.237,WORN,34.86
07:01:40.246,WORN,34.88
07:02:11.180,WORN,34.91
07:02:42.240,WORN,34.93
07:03:13.754,WORN,34.95
07:03:44.747,WORN,35.00
07:04:15.746,WORN,35.02
07:04:47.243,WORN,35.05
07:05:17.756,WORN,35.09
07:05:49.237,WORN,35.11
07:06:20.235,WORN,35.12
07:06:51.178,WORN,35.15
07:07:22.241,WORN,35.17
07:07:53.459,WORN,35.18
07:08:24.677,WORN,35.21
07:08:55.737,WORN,35.23
07:09:26.742,WORN,35.27
07:09:57.098,WORN,35.31
07:10:28.714,WORN,35.34
07:10:59.703,WORN,35.34
07:11:30.619,WORN,35.35
07:12:01.714,WORN,35.38
07:12:32.705,WORN,35.29
07:13:03.704,WORN,35.09
07:13:35.120,WORN,34.97
07:14:06.201,WORN,34.88
07:14:37.213,WORN,34.83
07:15:08.122,WORN,34.75
07:15:39.212,WORN,34.70
07:16:10.699,WORN,34.59
07:16:41.621,WORN,34.49
07:17:12.735,WORN,34.40
07:17:43.678,WORN,34.33
07:18:14.738,WORN,34.49
07:18:46.203,WORN,34.31
07:19:16.680,WORN,34.10
07:20:45.647,WORN,33.79
07:20:45.666,WORN,33.79
07:20:53.601,WORN,33.64
07:21:19.679,WORN,33.47
07:22:15.176,WORN,32.72
07:22:45.738,WORN,32.61
07:23:17.177,WORN,32.50
07:23:47.677,WORN,32.35
07:24:22.240,WORN,32.28
07:24:49.744,WORN,32.19
07:25:20.739,WORN,32.10
07:25:52.176,WORN,32.10
07:26:22.678,WORN,32.02
07:26:54.238,WORN,31.97
07:34:14.910,WORN,31.64
07:34:14.917,WORN,31.64
07:35:09.964,WORN,31.65
07:35:10.835,WORN,31.68
07:36:08.974,WORN,31.62
07:36:54.467,WORN,31.66
07:36:54.811,WORN,31.62
07:37:22.900,WORN,31.51
07:37:48.964,WORN,31.76
07:38:20.957,WORN,31.80
07:38:48.960,WORN,31.77
07:39:23.461,WORN,31.82
07:40:06.461,WORN,31.81
07:40:24.962,WORN,31.89
07:40:52.962,WORN,31.76
07:41:34.464,WORN,31.64
07:41:59.415,WORN,31.65
07:42:26.903,WORN,31.81
07:43:05.466,WORN,31.67
07:44:44.907,WORN,31.63
07:44:46.977,WORN,31.74
07:44:46.999,WORN,31.78
07:45:08.465,WORN,31.77
07:45:32.320,WORN,31.67
07:46:21.820,WORN,31.73
07:46:35.439,WORN,31.69
07:47:39.404,WORN,31.55
07:47:40.818,WORN,31.62
07:49:14.630,WORN,31.79
07:49:14.647,WORN,31.79
07:49:21.257,WORN,31.79
07:49:21.295,WORN,31.79
07:50:36.242,WORN,31.69
07:50:36.733,WORN,31.58
07:50:43.743,WORN,31.55
07:51:15.241,WORN,31.64
07:53:48.294,WORN,31.89
07:53:48.375,WORN,31.89
07:53:49.746,WORN,31.82
07:54:21.209,WORN,31.53
07:54:52.119,WORN,31.49
07:55:23.119,WORN,31.28
07:55:54.245,WORN,31.27
07:56:25.240,WORN,31.31
07:56:56.246,WORN,31.37
07:57:28.241,WORN,31.41
07:57:59.244,WORN,31.53
07:58:30.748,WORN,31.66
07:59:00.678,WORN,31.77
07:59:31.676,WORN,31.80
08:00:03.246,WORN,31.79
08:00:34.242,WORN,31.81
08:01:05.246,WORN,31.79
08:01:35.744,WORN,31.88
08:02:06.746,WORN,31.86
08:02:38.092,WORN,31.96
08:03:09.100,WORN,32.03
08:03:41.182,WORN,32.04
08:04:12.678,WORN,32.11
08:04:42.179,WORN,32.17
08:05:13.736,WORN,32.21
08:05:44.741,WORN,32.13
08:06:16.244,WORN,32.08
08:06:46.745,WORN,32.08
08:07:17.707,WORN,32.06
08:07:49.176,WORN,32.03
08:08:20.240,WORN,32.06
08:08:53.239,WORN,32.08
08:09:22.244,WORN,32.10
08:09:53.195,WORN,32.10
08:10:25.183,WORN,32.17
08:10:55.240,WORN,32.17
08:11:26.246,WORN,32.17
08:11:57.177,WORN,32.15
08:12:28.240,WORN,32.03
08:12:59.748,WORN,31.90
08:13:30.678,WORN,31.79
08:14:01.739,WORN,31.71
08:14:32.746,WORN,31.60
08:15:03.739,WORN,31.49
08:15:35.320,WORN,31.44
08:16:06.240,WORN,31.38
08:16:37.245,WORN,31.41
08:17:08.178,WORN,31.44
08:17:39.245,WORN,31.41
08:18:10.743,WORN,31.38
08:18:41.740,WORN,31.31
08:19:12.753,WORN,31.27
08:19:43.737,WORN,31.32
08:20:14.742,WORN,31.29
08:20:46.178,WORN,31.43
08:21:16.740,WORN,31.51
08:21:48.099,WORN,31.54
08:22:19.099,WORN,31.43
08:22:50.216,WORN,31.45
08:23:21.120,WORN,31.20
08:23:52.211,WORN,31.17
08:24:23.178,WORN,31.27
08:24:54.749,WORN,31.28
08:25:25.679,WORN,31.23
08:25:56.738,WORN,31.31
08:26:27.811,WORN,31.25
08:26:58.679,WORN,31.12
08:27:30.238,WORN,30.98
08:28:02.746,WORN,30.89
08:28:32.182,WORN,31.01
08:29:03.744,WORN,31.01
08:29:43.732,WORN,31.10
08:30:05.741,WORN,31.15
08:30:36.734,WORN,31.12
08:31:07.746,WORN,30.92
08:31:38.750,WORN,31.14
08:32:09.741,WORN,31.39
08:32:41.603,WORN,31.65
08:33:12.101,WORN,31.90
08:33:43.252,WORN,32.12
08:34:16.159,WORN,32.31
08:34:44.744,WORN,32.48
08:35:26.182,WORN,32.64
08:35:47.244,WORN,32.79
08:36:18.744,WORN,32.87
08:36:49.179,WORN,32.99
08:37:20.241,WORN,33.10
08:37:53.249,WORN,33.19
08:38:24.241,WORN,33.28
08:38:57.244,WORN,33.36
08:39:25.242,WORN,33.46
08:39:55.740,WORN,33.45
08:40:27.245,WORN,33.34
08:40:57.744,WORN,33.15
08:41:28.743,WORN,33.03
08:41:59.678,WORN,32.94
08:42:31.206,WORN,32.84
08:43:02.180,WORN,32.70
08:43:33.244,WORN,32.54
08:44:04.178,WORN,31.88
08:44:35.240,WORN,31.73
08:45:06.242,WORN,31.61
08:45:37.742,WORN,31.47
08:46:08.600,WORN,31.38
08:46:39.622,WORN,31.15
08:47:10.710,WORN,31.05
08:47:41.708,WORN,30.92
08:48:13.243,WORN,30.66
08:48:44.179,WORN,30.49
08:49:14.873,WORN,30.30
08:49:46.239,WORN,30.02
08:50:17.241,WORN,30.14
08:50:48.241,WORN,30.20
08:51:19.234,WORN,30.28
08:51:50.237,WORN,30.38
08:52:21.244,WORN,30.44
08:52:52.677,WORN,30.45
08:53:23.685,WORN,30.58
08:53:54.683,WORN,30.62
08:54:25.600,WORN,30.58
08:54:56.746,WORN,30.14
08:55:28.240,WORN,29.95
08:55:59.210,WORN,29.73
08:56:30.254,WORN,29.73
08:57:01.247,WORN,29.88
08:57:32.244,WORN,29.68
08:58:03.179,WORN,29.69
08:58:34.679,WORN,29.50
08:59:05.760,WORN,29.50
08:59:36.680,WORN,29.37
09:00:07.740,WORN,29.43
09:00:38.679,WORN,29.83
09:01:09.747,WORN,30.00
09:01:40.746,WORN,30.04
09:02:11.738,WORN,30.02
09:02:42.600,WORN,30.07
09:03:14.100,WORN,30.11
09:03:45.708,WORN,30.13
09:04:15.807,WORN,30.06
09:04:47.260,WORN,30.08
09:05:18.182,WORN,30.02
09:05:49.743,WORN,30.14
09:06:20.742,WORN,30.18
09:06:51.696,WORN,30.15
09:07:22.683,WORN,30.24
09:07:53.735,WORN,30.17
09:08:24.677,WORN,30.10
09:08:55.680,WORN,30.02
09:09:26.744,WORN,30.11
09:09:58.180,WORN,30.04
09:10:29.259,WORN,30.03
