MS Band Data Logger 2016-2-21
Time Stamp,Band Contact,Skin Temperature(°C)
00:00:08.509,NOT_WORN,23.14
00:00:39.572,NOT_WORN,23.13
00:01:10.570,NOT_WORN,23.12
00:01:41.513,NOT_WORN,23.12
00:02:12.511,NOT_WORN,23.11
00:02:44.072,NOT_WORN,23.10
00:03:15.072,NOT_WORN,23.09
00:03:45.922,NOT_WORN,23.08
00:04:16.928,NOT_WORN,23.08
00:04:47.952,NOT_WORN,23.07
00:05:19.541,NOT_WORN,23.06
00:05:50.538,NOT_WORN,23.06
00:06:21.532,NOT_WORN,23.04
00:06:52.549,NOT_WORN,23.04
00:07:23.543,NOT_WORN,23.05
00:07:54.542,NOT_WORN,23.03
00:08:26.034,NOT_WORN,23.04
00:08:57.037,NOT_WORN,23.04
00:09:28.047,NOT_WORN,23.04
00:09:58.951,NOT_WORN,23.04
00:10:30.033,NOT_WORN,23.04
00:11:01.535,NOT_WORN,23.05
00:11:32.577,NOT_WORN,23.06
00:12:03.578,NOT_WORN,23.07
00:12:34.567,NOT_WORN,23.08
00:13:05.546,NOT_WORN,23.10
00:13:36.922,NOT_WORN,23.12
00:14:08.043,NOT_WORN,23.12
00:14:39.033,NOT_WORN,23.15
00:15:10.038,NOT_WORN,23.16
00:15:41.051,NOT_WORN,23.17
00:16:12.422,NOT_WORN,23.18
00:16:43.541,NOT_WORN,23.19
00:17:14.532,NOT_WORN,23.20
00:17:45.548,NOT_WORN,23.21
00:18:16.452,NOT_WORN,23.20
00:18:47.548,NOT_WORN,23.22
00:19:19.031,NOT_WORN,23.21
00:19:50.012,NOT_WORN,23.22
00:20:21.075,NOT_WORN,23.20
00:20:52.072,NOT_WORN,23.20
00:21:23.085,NOT_WORN,23.19
00:21:54.422,NOT_WORN,23.18
00:22:25.428,NOT_WORN,23.18
00:22:56.576,NOT_WORN,23.16
00:23:27.569,NOT_WORN,23.16
00:23:58.510,NOT_WORN,23.14
00:24:30.010,NOT_WORN,23.14
00:25:01.074,NOT_WORN,23.12
00:25:32.009,NOT_WORN,23.12
00:26:03.078,NOT_WORN,23.11
00:26:34.076,NOT_WORN,23.10
00:27:05.508,NOT_WORN,23.10
00:27:36.573,NOT_WORN,23.09
00:28:07.574,NOT_WORN,23.08
00:28:38.565,NOT_WORN,23.08
00:29:09.577,NOT_WORN,23.07
00:29:40.572,NOT_WORN,23.07
00:30:12.075,NOT_WORN,23.06
00:30:43.072,NOT_WORN,23.04
00:31:14.075,NOT_WORN,23.04
00:31:45.010,NOT_WORN,23.04
00:32:16.072,NOT_WORN,23.02
00:32:47.584,NOT_WORN,23.01
00:33:18.508,NOT_WORN,23.01
00:33:49.423,NOT_WORN,23.00
00:34:20.430,NOT_WORN,23.00
00:34:51.547,NOT_WORN,22.99
00:35:23.047,NOT_WORN,23.00
00:35:53.953,NOT_WORN,22.98
00:36:25.049,NOT_WORN,22.98
00:36:56.037,NOT_WORN,22.97
00:37:27.046,NOT_WORN,22.98
00:37:58.544,NOT_WORN,22.98
00:38:29.540,NOT_WORN,22.98
00:39:00.572,NOT_WORN,23.00
00:39:31.576,NOT_WORN,23.00
00:40:02.574,NOT_WORN,23.02
00:40:34.080,NOT_WORN,23.03
00:41:05.082,NOT_WORN,23.04
00:41:36.081,NOT_WORN,23.06
00:42:07.010,NOT_WORN,23.08
00:42:38.067,NOT_WORN,23.09
00:43:09.074,NOT_WORN,23.10
00:43:40.422,NOT_WORN,23.12
00:44:11.428,NOT_WORN,23.14
00:44:42.428,NOT_WORN,23.14
00:45:13.538,NOT_WORN,23.15
00:45:44.473,NOT_WORN,23.16
00:46:16.032,NOT_WORN,23.16
00:46:47.048,NOT_WORN,23.16
00:47:18.048,NOT_WORN,23.16
00:47:49.034,NOT_WORN,23.17
00:48:20.008,NOT_WORN,23.16
00:48:51.579,NOT_WORN,23.16
00:49:22.573,NOT_WORN,23.17
00:49:53.575,NOT_WORN,23.16
00:50:24.574,NOT_WORN,23.16
00:50:55.575,NOT_WORN,23.15
00:51:27.072,NOT_WORN,23.16
00:51:58.076,NOT_WORN,23.15
00:52:29.085,NOT_WORN,23.14
00:53:00.076,NOT_WORN,23.14
00:53:31.074,NOT_WORN,23.12
00:54:02.076,NOT_WORN,23.12
00:54:33.422,NOT_WORN,23.12
00:55:04.575,NOT_WORN,23.12
00:55:35.572,NOT_WORN,23.10
00:56:06.513,NOT_WORN,23.10
00:56:37.574,NOT_WORN,23.10
00:57:09.066,NOT_WORN,23.08
00:57:40.010,NOT_WORN,23.08
00:58:11.070,NOT_WORN,23.06
00:58:42.076,NOT_WORN,23.06
00:59:13.010,NOT_WORN,23.06
00:59:44.576,NOT_WORN,23.04
01:00:15.527,NOT_WORN,23.03
01:00:46.585,NOT_WORN,23.03
01:01:17.578,NOT_WORN,23.02
01:01:48.577,NOT_WORN,23.01
01:02:20.075,NOT_WORN,23.00
01:02:51.010,NOT_WORN,22.99
01:03:22.010,NOT_WORN,22.98
01:03:52.933,NOT_WORN,22.98
01:04:23.933,NOT_WORN,22.98
