MS Band Data Logger 2016-3-3
Time Stamp,Band Contact,Skin Temperature(°C)
00:00:06.982,NOT_WORN,19.45
00:00:37.983,NOT_WORN,19.47
00:01:08.980,NOT_WORN,19.47
00:01:39.917,NOT_WORN,19.47
00:02:10.979,NOT_WORN,19.47
00:02:41.979,NOT_WORN,19.47
00:03:13.480,NOT_WORN,19.47
00:03:44.479,NOT_WORN,19.47
00:04:15.483,NOT_WORN,19.47
00:04:46.339,NOT_WORN,19.47
00:05:17.339,NOT_WORN,19.47
00:05:48.944,NOT_WORN,19.49
00:06:19.949,NOT_WORN,19.49
00:06:50.942,NOT_WORN,19.49
00:07:21.918,NOT_WORN,19.49
00:07:52.988,NOT_WORN,19.51
00:08:24.478,NOT_WORN,19.49
00:08:55.473,NOT_WORN,19.49
00:09:26.480,NOT_WORN,19.47
00:09:57.481,NOT_WORN,19.49
00:10:28.419,NOT_WORN,19.47
00:10:59.978,NOT_WORN,19.47
00:11:30.980,NOT_WORN,19.47
00:12:01.978,NOT_WORN,19.45
00:12:32.994,NOT_WORN,19.44
00:13:03.984,NOT_WORN,19.45
00:13:34.921,NOT_WORN,19.43
00:14:06.479,NOT_WORN,19.43
00:14:37.419,NOT_WORN,19.41
00:15:08.486,NOT_WORN,19.41
00:15:39.486,NOT_WORN,19.41
00:16:10.477,NOT_WORN,19.41
00:16:41.984,NOT_WORN,19.41
00:17:12.980,NOT_WORN,19.41
00:17:43.985,NOT_WORN,19.40
00:18:14.984,NOT_WORN,19.41
00:18:45.980,NOT_WORN,19.41
00:19:17.491,NOT_WORN,19.41
00:19:48.474,NOT_WORN,19.41
00:20:19.482,NOT_WORN,19.41
00:20:50.480,NOT_WORN,19.41
00:21:21.487,NOT_WORN,19.41
00:21:52.418,NOT_WORN,19.42
00:22:23.917,NOT_WORN,19.43
00:22:54.975,NOT_WORN,19.43
00:23:25.981,NOT_WORN,19.41
00:23:56.985,NOT_WORN,19.41
00:24:27.921,NOT_WORN,19.41
00:24:59.479,NOT_WORN,19.41
00:25:30.339,NOT_WORN,19.40
00:26:01.339,NOT_WORN,19.40
00:26:32.485,NOT_WORN,19.39
00:27:03.486,NOT_WORN,19.39
00:27:34.981,NOT_WORN,19.39
00:28:05.986,NOT_WORN,19.38
00:28:36.977,NOT_WORN,19.39
00:29:07.979,NOT_WORN,19.38
00:29:38.988,NOT_WORN,19.37
00:30:10.480,NOT_WORN,19.37
00:30:41.486,NOT_WORN,19.37
00:31:12.483,NOT_WORN,19.37
00:31:43.419,NOT_WORN,19.39
00:32:14.479,NOT_WORN,19.38
00:32:45.484,NOT_WORN,19.39
00:33:16.985,NOT_WORN,19.39
00:33:47.976,NOT_WORN,19.39
00:34:18.987,NOT_WORN,19.39
00:34:49.916,NOT_WORN,19.39
00:35:20.839,NOT_WORN,19.39
00:35:52.339,NOT_WORN,19.39
00:36:23.362,NOT_WORN,19.39
00:36:54.443,NOT_WORN,19.40
00:37:25.416,NOT_WORN,19.41
00:37:56.493,NOT_WORN,19.40
00:38:27.919,NOT_WORN,19.39
00:38:58.976,NOT_WORN,19.39
00:39:29.981,NOT_WORN,19.38
00:40:00.978,NOT_WORN,19.39
00:40:31.987,NOT_WORN,19.38
00:41:03.483,NOT_WORN,19.37
00:41:34.485,NOT_WORN,19.36
00:42:05.481,NOT_WORN,19.37
00:42:36.482,NOT_WORN,19.37
00:43:07.478,NOT_WORN,19.37
00:43:38.421,NOT_WORN,19.37
00:44:09.977,NOT_WORN,19.36
00:44:40.990,NOT_WORN,19.36
00:45:11.918,NOT_WORN,19.37
00:45:42.839,NOT_WORN,19.37
00:46:13.839,NOT_WORN,19.37
00:46:45.478,NOT_WORN,19.37
00:47:16.479,NOT_WORN,19.37
00:47:47.492,NOT_WORN,19.37
00:48:18.480,NOT_WORN,19.39
00:48:49.481,NOT_WORN,19.37
00:49:20.841,NOT_WORN,19.38
00:49:51.836,NOT_WORN,19.39
00:50:22.982,NOT_WORN,19.38
00:50:53.986,NOT_WORN,19.39
00:51:24.986,NOT_WORN,19.39
00:51:56.477,NOT_WORN,19.39
00:52:27.485,NOT_WORN,19.39
00:52:58.418,NOT_WORN,19.39
00:53:29.480,NOT_WORN,19.39
00:54:00.493,NOT_WORN,19.38
00:54:31.419,NOT_WORN,19.37
00:55:02.919,NOT_WORN,19.37
00:55:33.839,NOT_WORN,19.36
00:56:04.839,NOT_WORN,19.36
00:56:35.955,NOT_WORN,19.35
00:57:06.947,NOT_WORN,19.35
00:57:38.452,NOT_WORN,19.36
00:58:09.458,NOT_WORN,19.35
00:58:40.451,NOT_WORN,19.35
00:59:11.362,NOT_WORN,19.36
00:59:42.454,NOT_WORN,19.35
01:00:13.919,NOT_WORN,19.37
01:00:44.983,NOT_WORN,19.35
01:01:15.919,NOT_WORN,19.37
01:01:46.984,NOT_WORN,19.37
01:02:17.980,NOT_WORN,19.37
01:02:49.480,NOT_WORN,19.39
01:03:20.418,NOT_WORN,19.39
01:03:51.481,NOT_WORN,19.39
01:04:22.482,NOT_WORN,19.41
01:04:53.420,NOT_WORN,19.41
01:05:24.355,NOT_WORN,19.43
01:05:55.837,NOT_WORN,19.43
01:06:26.981,NOT_WORN,19.45
01:06:57.984,NOT_WORN,19.45
01:07:28.917,NOT_WORN,19.45
01:07:59.977,NOT_WORN,19.47
01:08:31.482,NOT_WORN,19.47
01:09:02.541,NOT_WORN,19.47
01:09:33.540,NOT_WORN,19.47
01:10:04.480,NOT_WORN,19.46
01:10:35.480,NOT_WORN,19.47
01:11:06.545,NOT_WORN,19.47
01:11:38.042,NOT_WORN,19.46
01:12:09.048,NOT_WORN,19.45
01:12:40.041,NOT_WORN,19.46
01:13:10.983,NOT_WORN,19.47
01:13:42.049,NOT_WORN,19.45
01:14:13.544,NOT_WORN,19.45
01:14:44.545,NOT_WORN,19.44
01:15:15.547,NOT_WORN,19.45
01:15:46.481,NOT_WORN,19.43
01:16:17.542,NOT_WORN,19.43
01:16:49.044,NOT_WORN,19.45
01:17:20.040,NOT_WORN,19.45
01:17:51.114,NOT_WORN,19.45
01:18:22.038,NOT_WORN,19.45
01:18:52.980,NOT_WORN,19.45
01:19:24.548,NOT_WORN,19.45
01:19:55.480,NOT_WORN,19.45
01:20:26.481,NOT_WORN,19.45
01:20:57.480,NOT_WORN,19.47
01:21:28.479,NOT_WORN,19.47
01:21:59.979,NOT_WORN,19.47
01:22:31.044,NOT_WORN,19.49
01:23:02.042,NOT_WORN,19.49
01:23:33.043,NOT_WORN,19.49
01:24:04.041,NOT_WORN,19.51
01:24:35.047,NOT_WORN,19.51
01:25:06.543,NOT_WORN,19.52
01:25:37.399,NOT_WORN,19.53
01:26:08.399,NOT_WORN,19.53
01:26:39.481,NOT_WORN,19.54
01:27:10.537,NOT_WORN,19.53
01:27:42.039,NOT_WORN,19.54
01:28:13.041,NOT_WORN,19.55
01:28:43.979,NOT_WORN,19.55
01:29:15.041,NOT_WORN,19.55
01:29:46.037,NOT_WORN,19.53
01:30:17.539,NOT_WORN,19.53
01:30:48.542,NOT_WORN,19.54
01:31:19.542,NOT_WORN,19.53
01:31:50.545,NOT_WORN,19.53
01:32:21.546,NOT_WORN,19.53
01:32:52.979,NOT_WORN,19.53
01:33:24.045,NOT_WORN,19.53
01:33:54.979,NOT_WORN,19.53
01:34:26.051,NOT_WORN,19.51
01:34:57.040,NOT_WORN,19.51
01:35:27.979,NOT_WORN,19.51
01:35:59.480,NOT_WORN,19.51
01:36:30.553,NOT_WORN,19.51
01:37:01.481,NOT_WORN,19.52
01:37:32.395,NOT_WORN,19.53
01:38:03.399,NOT_WORN,19.53
01:38:35.045,NOT_WORN,19.53
01:39:06.045,NOT_WORN,19.53
01:39:36.979,NOT_WORN,19.53
01:40:08.047,NOT_WORN,19.53
01:40:39.048,NOT_WORN,19.53
01:41:10.543,NOT_WORN,19.55
01:41:41.548,NOT_WORN,19.53
01:42:12.537,NOT_WORN,19.55
01:42:43.479,NOT_WORN,19.57
01:43:14.540,NOT_WORN,19.56
01:43:46.057,NOT_WORN,19.57
01:44:17.046,NOT_WORN,19.58
01:44:48.053,NOT_WORN,19.59
01:45:19.038,NOT_WORN,19.59
01:45:50.041,NOT_WORN,19.59
01:46:21.042,NOT_WORN,19.59
01:46:52.550,NOT_WORN,19.59
01:47:23.397,NOT_WORN,19.59
01:47:54.393,NOT_WORN,19.59
01:48:25.503,NOT_WORN,19.59
01:48:56.519,NOT_WORN,19.59
01:49:27.900,NOT_WORN,19.58
01:49:58.902,NOT_WORN,19.58
01:50:29.971,NOT_WORN,19.57
01:51:01.012,NOT_WORN,19.57
01:51:32.014,NOT_WORN,19.57
01:52:03.546,NOT_WORN,19.58
01:52:34.544,NOT_WORN,19.57
01:53:05.545,NOT_WORN,19.57
01:53:36.543,NOT_WORN,19.57
01:54:07.545,NOT_WORN,19.57
01:54:39.044,NOT_WORN,19.57
01:55:10.047,NOT_WORN,19.57
01:55:41.044,NOT_WORN,19.57
01:56:12.051,NOT_WORN,19.57
01:56:43.037,NOT_WORN,19.59
01:57:14.043,NOT_WORN,19.59
01:57:45.549,NOT_WORN,19.59
01:58:16.544,NOT_WORN,19.59
01:58:47.479,NOT_WORN,19.60
01:59:18.553,NOT_WORN,19.60
01:59:49.481,NOT_WORN,19.61
02:00:21.045,NOT_WORN,19.61
02:00:52.036,NOT_WORN,19.59
02:01:22.980,NOT_WORN,19.59
02:01:53.980,NOT_WORN,19.60
02:02:25.043,NOT_WORN,19.61
02:02:56.540,NOT_WORN,19.59
02:03:27.543,NOT_WORN,19.59
02:03:58.480,NOT_WORN,19.58
02:04:29.545,NOT_WORN,19.58
02:05:00.546,NOT_WORN,19.59
02:05:31.479,NOT_WORN,19.59
02:06:03.046,NOT_WORN,19.58
02:06:34.049,NOT_WORN,19.59
02:07:04.980,NOT_WORN,19.59
02:07:35.899,NOT_WORN,19.59
02:08:06.899,NOT_WORN,19.59
02:08:38.516,NOT_WORN,19.59
02:09:09.509,NOT_WORN,19.60
02:09:40.513,NOT_WORN,19.59
02:10:11.465,NOT_WORN,19.59
02:10:42.543,NOT_WORN,19.61
02:11:13.981,NOT_WORN,19.61
02:11:45.050,NOT_WORN,19.61
02:12:16.046,NOT_WORN,19.61
02:12:47.051,NOT_WORN,19.61
02:13:18.017,NOT_WORN,19.63
02:13:49.537,NOT_WORN,19.63
02:14:20.537,NOT_WORN,19.63
02:14:51.542,NOT_WORN,19.63
02:15:22.542,NOT_WORN,19.63
02:15:53.480,NOT_WORN,19.62
02:16:24.548,NOT_WORN,19.61
02:16:56.043,NOT_WORN,19.62
02:17:27.056,NOT_WORN,19.61
02:17:58.037,NOT_WORN,19.63
02:18:28.892,NOT_WORN,19.61
02:18:59.981,NOT_WORN,19.62
02:19:31.545,NOT_WORN,19.61
02:20:02.539,NOT_WORN,19.61
02:20:33.540,NOT_WORN,19.61
02:21:04.392,NOT_WORN,19.61
02:21:35.391,NOT_WORN,19.61
02:22:06.977,NOT_WORN,19.63
02:22:38.048,NOT_WORN,19.63
02:23:09.042,NOT_WORN,19.63
02:23:40.037,NOT_WORN,19.63
02:24:11.010,NOT_WORN,19.63
02:24:42.549,NOT_WORN,19.63
02:25:13.551,NOT_WORN,19.64
02:25:44.509,NOT_WORN,19.64
02:26:15.547,NOT_WORN,19.65
02:26:46.540,NOT_WORN,19.65
02:27:17.547,NOT_WORN,19.66
02:27:48.982,NOT_WORN,19.66
02:28:19.981,NOT_WORN,19.66
02:28:51.053,NOT_WORN,19.65
02:29:22.050,NOT_WORN,19.65
02:29:52.991,NOT_WORN,19.65
02:30:24.481,NOT_WORN,19.65
02:30:55.559,NOT_WORN,19.66
02:31:26.545,NOT_WORN,19.65
02:31:57.546,NOT_WORN,19.65
02:32:28.547,NOT_WORN,19.65
02:33:00.044,NOT_WORN,19.64
02:33:31.046,NOT_WORN,19.65
02:34:02.038,NOT_WORN,19.64
02:34:33.046,NOT_WORN,19.63
02:35:04.044,NOT_WORN,19.63
02:35:35.537,NOT_WORN,19.63
02:36:06.542,NOT_WORN,19.65
02:36:37.544,NOT_WORN,19.63
02:37:08.541,NOT_WORN,19.63
02:37:39.402,NOT_WORN,19.63
02:38:10.902,NOT_WORN,19.63
02:38:42.039,NOT_WORN,19.63
02:39:12.981,NOT_WORN,19.63
02:39:44.045,NOT_WORN,19.63
02:40:14.978,NOT_WORN,19.64
02:40:46.043,NOT_WORN,19.64
02:41:17.539,NOT_WORN,19.63
02:41:48.541,NOT_WORN,19.64
02:42:19.542,NOT_WORN,19.65
02:42:50.541,NOT_WORN,19.65
02:43:21.542,NOT_WORN,19.65
02:43:53.045,NOT_WORN,19.65
02:44:24.047,NOT_WORN,19.65
02:44:55.050,NOT_WORN,19.65
02:45:25.981,NOT_WORN,19.65
02:45:57.038,NOT_WORN,19.65
02:46:28.556,NOT_WORN,19.65
02:46:59.543,NOT_WORN,19.65
