MS Band Data Logger 2016-3-20,,
Time Stamp,Band Contact,Skin Temperature(°C)
12:00:13 AM,WORN,33.07
12:00:44 AM,WORN,33.09
12:01:15 AM,WORN,33.12
12:01:46 AM,WORN,33.13
12:02:17 AM,WORN,33.15
12:02:48 AM,WORN,33.18
12:03:20 AM,WORN,33.19
12:03:51 AM,WORN,33.22
12:04:22 AM,WORN,33.24
12:04:53 AM,WORN,33.28
12:05:24 AM,WORN,33.3
12:05:55 AM,WORN,33.33
12:06:26 AM,WORN,33.39
12:06:57 AM,WORN,33.45
12:07:28 AM,WORN,33.46
12:07:59 AM,WORN,33.48
12:08:30 AM,WORN,33.49
12:09:01 AM,WORN,33.51
12:09:32 AM,WORN,33.53
12:10:03 AM,WORN,33.55
12:10:34 AM,WORN,33.59
12:11:06 AM,WORN,33.63
12:11:37 AM,WORN,33.66
12:12:08 AM,WORN,33.68
12:12:39 AM,WORN,33.72
12:13:10 AM,WORN,33.75
12:13:41 AM,WORN,33.77
12:14:12 AM,WORN,33.8
12:14:43 AM,WORN,33.82
12:15:14 AM,WORN,33.84
12:15:45 AM,WORN,33.75
12:16:16 AM,WORN,33.71
12:16:47 AM,WORN,33.66
12:17:18 AM,WORN,33.59
12:17:49 AM,WORN,33.5
12:18:21 AM,WORN,33.4
12:18:52 AM,WORN,33.33
12:19:23 AM,WORN,33.39
12:19:54 AM,WORN,33.47
12:20:25 AM,WORN,33.51
12:20:56 AM,WORN,33.57
12:21:27 AM,WORN,33.63
12:21:58 AM,WORN,33.65
12:22:29 AM,WORN,33.68
12:23:00 AM,WORN,33.69
12:23:31 AM,WORN,33.72
12:24:03 AM,WORN,33.74
12:24:34 AM,WORN,33.76
12:25:05 AM,WORN,33.8
12:25:36 AM,WORN,33.8
12:26:07 AM,WORN,33.84
12:26:38 AM,WORN,33.9
12:27:09 AM,WORN,33.93
12:27:40 AM,WORN,33.95
12:28:11 AM,WORN,33.95
12:28:42 AM,WORN,33.98
12:29:13 AM,WORN,33.98
12:29:44 AM,WORN,33.99
12:30:15 AM,WORN,34.01
12:30:46 AM,WORN,33.94
12:31:18 AM,WORN,33.82
12:31:49 AM,WORN,33.66
12:32:20 AM,WORN,33.55
12:32:51 AM,WORN,33.45
12:33:22 AM,WORN,33.37
12:33:53 AM,WORN,33.3
12:34:24 AM,WORN,33.26
12:34:55 AM,WORN,33.2
12:35:26 AM,WORN,33.16
12:35:57 AM,WORN,33.14
12:36:28 AM,WORN,33.15
12:36:59 AM,WORN,33.15
12:37:30 AM,WORN,32.97
12:38:01 AM,WORN,32.88
12:38:32 AM,WORN,32.84
12:39:04 AM,WORN,32.84
12:39:35 AM,WORN,32.73
12:40:06 AM,WORN,32.6
12:40:37 AM,WORN,32.49
12:41:08 AM,WORN,32.46
12:41:39 AM,WORN,32.48
12:42:10 AM,WORN,32.53
12:42:41 AM,WORN,32.59
12:43:12 AM,WORN,32.65
12:43:43 AM,WORN,32.68
12:44:15 AM,WORN,32.6
12:44:46 AM,WORN,32.57
12:45:17 AM,WORN,32.55
12:45:48 AM,WORN,32.57
12:46:19 AM,WORN,32.62
12:46:50 AM,WORN,32.71
12:47:06 AM,NOT_WORN,32.71
12:47:21 AM,NOT_WORN,32.68
12:47:52 AM,NOT_WORN,32.61
12:48:23 AM,NOT_WORN,32.6
12:48:54 AM,NOT_WORN,32.61
12:49:25 AM,NOT_WORN,32.66
12:49:56 AM,NOT_WORN,32.71
12:50:27 AM,NOT_WORN,32.77
12:50:58 AM,NOT_WORN,32.84
12:51:29 AM,NOT_WORN,32.9
12:52:01 AM,NOT_WORN,32.95
12:52:32 AM,NOT_WORN,33
12:53:03 AM,NOT_WORN,33.06
12:53:34 AM,NOT_WORN,33.1
12:54:05 AM,NOT_WORN,33.16
12:54:36 AM,NOT_WORN,33.19
12:55:07 AM,NOT_WORN,33.24
12:55:38 AM,NOT_WORN,33.26
12:56:09 AM,NOT_WORN,33.3
12:56:40 AM,NOT_WORN,33.35
12:57:12 AM,NOT_WORN,33.38
12:57:43 AM,NOT_WORN,33.41
12:58:14 AM,NOT_WORN,33.44
12:58:45 AM,NOT_WORN,33.45
12:59:16 AM,NOT_WORN,33.48
12:59:47 AM,NOT_WORN,33.51
1:00:18 AM,NOT_WORN,33.54
1:00:35 AM,WORN,33.54
1:00:49 AM,WORN,33.42
1:01:20 AM,WORN,33.28
1:01:51 AM,WORN,33.21
1:02:22 AM,WORN,33.17
1:02:54 AM,WORN,33.1
1:03:25 AM,WORN,33.06
1:03:56 AM,WORN,33.02
1:04:27 AM,WORN,33
1:04:58 AM,WORN,33
1:05:29 AM,WORN,33
1:06:00 AM,WORN,33.03
1:06:31 AM,WORN,33.04
1:07:02 AM,WORN,33.06
1:07:33 AM,WORN,33.07
1:08:05 AM,WORN,33.09
1:08:36 AM,WORN,33.09
1:09:07 AM,WORN,33.12
1:09:38 AM,WORN,33.08
1:10:09 AM,WORN,33.06
1:10:40 AM,WORN,33.04
1:11:11 AM,WORN,32.97
1:11:42 AM,WORN,32.91
1:12:13 AM,WORN,32.86
1:12:44 AM,WORN,32.82
1:13:15 AM,WORN,32.81
1:13:46 AM,WORN,32.84
1:14:17 AM,WORN,32.87
1:14:48 AM,WORN,32.9
1:15:19 AM,WORN,32.93
1:15:51 AM,WORN,32.97
1:16:22 AM,WORN,32.92
1:16:53 AM,WORN,32.84
1:17:24 AM,WORN,32.77
1:17:55 AM,WORN,32.7
1:18:26 AM,WORN,32.65
1:18:57 AM,WORN,32.59
1:19:28 AM,WORN,32.55
1:19:59 AM,WORN,32.42
1:20:30 AM,WORN,32.24
1:21:01 AM,WORN,32.13
1:21:32 AM,WORN,32.09
1:22:03 AM,WORN,32.12
1:22:34 AM,WORN,32.17
1:23:05 AM,WORN,32.22
1:23:37 AM,WORN,32.2
1:24:08 AM,WORN,32.2
1:24:39 AM,WORN,32.14
1:25:10 AM,WORN,32.11
1:25:41 AM,WORN,32.01
1:26:12 AM,WORN,31.96
1:26:43 AM,WORN,31.95
1:27:14 AM,WORN,31.96
1:27:45 AM,WORN,32
1:28:16 AM,WORN,32.04
1:28:48 AM,WORN,32.07
1:29:19 AM,WORN,32.09
1:29:50 AM,WORN,32.12
1:30:20 AM,WORN,32.2
1:30:52 AM,WORN,32.16
1:31:23 AM,WORN,32.13
1:31:54 AM,WORN,32.12
1:32:25 AM,WORN,32.12
1:32:56 AM,WORN,32.13
1:33:27 AM,WORN,32.14
1:33:58 AM,WORN,32.16
1:34:29 AM,WORN,32.2
1:35:00 AM,WORN,32.23
1:35:31 AM,WORN,32.27
1:36:02 AM,WORN,32.31
1:36:34 AM,WORN,32.31
1:37:05 AM,WORN,32.27
1:37:36 AM,WORN,32.26
1:38:07 AM,WORN,32.28
1:38:38 AM,WORN,32.29
1:39:09 AM,WORN,32.27
1:39:40 AM,WORN,32.28
1:40:11 AM,WORN,32.33
1:40:42 AM,WORN,32.37
1:41:13 AM,WORN,32.37
1:41:44 AM,WORN,32.39
1:42:15 AM,WORN,32.39
1:42:46 AM,WORN,32.39
1:43:18 AM,WORN,32.39
1:43:49 AM,WORN,32.42
1:44:20 AM,WORN,32.39
1:44:51 AM,WORN,32.42
1:45:22 AM,WORN,32.42
1:45:53 AM,WORN,32.45
1:46:24 AM,WORN,32.48
1:46:55 AM,WORN,32.51
1:47:26 AM,WORN,32.53
1:47:57 AM,WORN,32.56
1:48:29 AM,WORN,32.6
1:49:00 AM,WORN,32.61
1:49:31 AM,WORN,32.65
1:50:02 AM,WORN,32.68
1:50:33 AM,WORN,32.72
1:51:04 AM,WORN,32.76
1:51:35 AM,WORN,32.75
1:52:06 AM,WORN,32.77
1:52:37 AM,WORN,32.78
1:53:08 AM,WORN,32.79
1:53:39 AM,WORN,32.79
