MS Band Data Logger 2016-3-18,,
Time Stamp,Band Contact,Skin Temperature(°C)
12:00:26 AM,WORN,34.85
12:00:57 AM,WORN,34.89
12:01:28 AM,WORN,34.94
12:01:59 AM,WORN,34.99
12:02:30 AM,WORN,35.05
12:03:01 AM,WORN,35.09
12:03:32 AM,WORN,35.14
12:04:03 AM,WORN,35.17
12:04:34 AM,WORN,35.05
12:05:06 AM,WORN,34.84
12:05:36 AM,WORN,34.68
12:06:07 AM,WORN,34.57
12:06:38 AM,WORN,34.47
12:07:10 AM,WORN,34.39
12:07:41 AM,WORN,34.35
12:08:12 AM,WORN,34.32
12:08:43 AM,WORN,34.25
12:09:14 AM,WORN,34.14
12:09:45 AM,WORN,34.1
12:10:16 AM,WORN,34.1
12:10:47 AM,WORN,34.08
12:11:18 AM,WORN,34.09
12:11:49 AM,WORN,34.1
12:12:21 AM,WORN,34.13
12:12:52 AM,WORN,34.17
12:13:23 AM,WORN,34.2
12:13:54 AM,WORN,34.23
12:14:25 AM,WORN,34.28
12:14:56 AM,WORN,34.32
12:15:27 AM,WORN,34.4
12:15:36 AM,NOT_WORN,34.4
12:15:58 AM,NOT_WORN,34.32
12:16:29 AM,NOT_WORN,34.2
12:17:00 AM,NOT_WORN,34.14
12:17:31 AM,NOT_WORN,34.11
12:18:02 AM,NOT_WORN,34.13
12:18:33 AM,NOT_WORN,34.17
12:19:05 AM,NOT_WORN,34.2
12:19:36 AM,NOT_WORN,34.23
12:20:06 AM,NOT_WORN,34.28
12:20:38 AM,NOT_WORN,34.34
12:21:09 AM,NOT_WORN,34.38
12:21:40 AM,NOT_WORN,34.42
12:22:11 AM,NOT_WORN,34.47
12:22:42 AM,NOT_WORN,34.51
12:23:13 AM,NOT_WORN,34.54
12:23:44 AM,NOT_WORN,34.59
12:24:15 AM,NOT_WORN,34.62
12:24:24 AM,WORN,34.62
12:24:47 AM,WORN,34.67
12:25:18 AM,WORN,34.73
12:25:49 AM,WORN,34.71
12:26:20 AM,WORN,34.59
12:26:51 AM,WORN,34.62
12:27:22 AM,WORN,34.66
12:27:53 AM,WORN,34.69
12:28:24 AM,WORN,34.75
12:28:55 AM,WORN,34.75
12:29:26 AM,WORN,34.68
12:29:57 AM,WORN,34.54
12:30:01 AM,NOT_WORN,34.54
12:30:28 AM,NOT_WORN,34.32
12:30:59 AM,NOT_WORN,34.14
12:31:30 AM,NOT_WORN,34.03
12:32:01 AM,NOT_WORN,33.96
12:32:33 AM,NOT_WORN,33.93
12:33:04 AM,NOT_WORN,33.93
12:33:35 AM,NOT_WORN,33.93
12:34:06 AM,NOT_WORN,33.94
